ref	Address	note
60010:441	Purkyňova 93, Brno - Královo Pole, Královo Pole, Brno-město
60010:444	Bezejmenná 18, Brno - Žabovřesky, Žabovřesky, Brno-město
60010:445	Voroněžská 6, Brno - Žabovřesky, Žabovřesky, Brno-město
60010:447	Jindřichova 6, Brno - Žabovřesky, Žabovřesky, Brno-město
60010:508	Tomkovo nám., Brno - Husovice, Husovice, Brno-město
60010:516	Marie Majerové 17, Brno - Lesná, Lesná, Brno-město
60010:517	Marie Majerové 1, Brno - Lesná, Lesná, Brno-město
60010:518	Holasovo náměstí - bazén, Brno - Lesná, Lesná, Brno-město
60010:519	konečná MHD, Brno - Lesná, Lesná, Brno-město
60010:521	Slavíčkova 13, Brno - Lesná, Lesná, Brno-město
60010:523	Fillova 2, Brno - Lesná, Lesná, Brno-město
60010:529	Brechtova 8, Brno - Lesná, Lesná, Brno-město
60010:532	Nejedlého, Brno - Lesná, Lesná, Brno-město
60010:533	Arbesova 1, Brno - Lesná, Lesná, Brno-město
60010:534	Heleny Malířové 1, Brno - Lesná, Lesná, Brno-město
60010:610	Věstonická 1/1, Židenice, 62800, Brno, Věstonická 1 - DD, Brno - Vinohrady
60010:624	Jírova konečná MHD, Brno - Lišeň, Líšeň, Brno-město
60010:625	Rotreklova - MHD, Brno - Líšeň, Líšeň, Brno-město
60010:752	Kratochvilka č.p.30, Kratochvilka, Brno-venkov
60010:758	Čučice 71, Čučice, Brno-venkov
60010:759	Ketkovice, Ketkovice, Brno-venkov
60010:778	9. Května, Zbýšov u Brna, Zbýšov, Brno-venkov
60010:780	Masarykova, obch.dům, Zbýšov u Brna, Zbýšov, Brno-venkov
60011:102	Bedřichovice  autobusová zastávka, Bedřichovice, Šlapanice, Brno-venkov
60011:109	ul. Lidická, Pohořelice, Brno-venkov
60011:115	Cvrčovice - , 
60012:100	Horní Loučky, Horní Loučky, Brno-venkov
60012:101	Skryje, Skryje, Brno-venkov
60012:102	smíšené zboží, Kaly, Kaly, Brno-venkov
60012:103	Zahrada I, Zahrada, Kaly, Brno-venkov
60012:104	pod lípou, Zahrada II, Zahrada, Kaly, Brno-venkov
60012:105	Níhov, Níhov, Brno-venkov
60012:107	Zastávka ČSAD, Čebín, Čebín, Brno-venkov
60012:108	Drásov, křiž. u telef. automatu, Drásov, Brno-venkov
60012:13	Řícmanice - Masarykovo náměstí Enapo, Řícmanice, Brno-venkov
60012:131	Nuzířov, zast. ČSAD, Nuzířov, Malhostovice, Brno-venkov
60012:135	Štěpánovice zastávka  ČSAD, Štěpánovice, Brno-venkov
60012:137	ul.Tišnovská, u telefonní budky, Lomnice u Tišnova, Lomnice, Brno-venkov
60012:14	Řícmanice - Skala   ČSAD, Řícmanice, Brno-venkov
60012:141	Na návsi, Veselí, Veselí, Lomnice, Brno-venkov
60012:142	Brusná, Brusná, Lomnice, Brno-venkov
60012:143	zastávka ČSAD, Řepka, Řepka, Lomnice, Brno-venkov
60012:151	Na návsi, Křeptov, Křeptov, Běleč, Brno-venkov
60012:153	Autobusová zastávka, Bukovice, Bukovice, Brno-venkov
60012:161	Babice parčík, Babice u Rosic, Brno-venkov
60012:175	Rosice u Brna,Trávníky, stánek PNS, Rosice, Brno-venkov
60012:187	Rosice, Pod Trojicí, Rosice, Brno-venkov
60012:20	Podolí, autobusová zastávka, Podolí, Brno-venkov
60012:25	Velatice - autobusová zastávka, Tvarožná, Velatice, Brno-venkov
60012:3	Kociánka - Domov důchodců, 
60012:32	Viničné Šumice - samoobsluha, Viničné Šumice, Brno-venkov
60012:36	U Křížku, Lelekovice, Lelekovice, Brno-venkov
60012:37	U Hrazdirů, Lelekovice, Lelekovice, Brno-venkov
60012:38	náměstí, Lelekovice, Lelekovice, Brno-venkov
60012:39	U Kříže, zast.aut., Vranov u Brna, Vranov, Brno-venkov
60012:4	nám. 3. května Jehnice u Brna, Jehnice, Brno-město
60012:42	Supermarket Albert, Nám. 1.Května, Kuřim, Kuřim, Brno-venkov
60012:46	Moravské Knínice - autobusová zastávka, Moravské Knínice, Brno-venkov
60012:50	ul.  Rozdělovací, Kuřim, Kuřim, Brno-venkov
60012:55	Chudčice rozcestí, Chudčice, Brno-venkov
60012:58	hotel Nový dvůr, Veverská Bítýška, Brno-venkov
60012:67	autobusová zastávka, Bor, Nedvědice, Brno-venkov
60012:70	tf. budka,  Pernštejn - zadní, Pernštejn, Nedvědice, Brno-venkov
60012:78	u obchodu, Chlébské, Chlébské, Skorotice, Žďár nad Sázavou
60012:80	RS Prudká, Doubravník, Brno-venkov
60012:81	Potraviny, Borač, Borač, Brno-venkov
60012:83	OÚ, Klokočí, Klokočí, Olší, Brno-venkov
60012:84	obchod, Olší, Olší, Brno-venkov
60012:85	zastávka, Drahonín, Drahonín, Brno-venkov
60012:87	vývěska VTS, Jilmoví, Jilmoví, Pernštejnské Jestřabí, Brno-venkov
60012:89	u obchodu, Černvír, Černvír, Brno-venkov
60012:94	Střemchoví, Střemchoví, Dolní Loučky, Brno-venkov
60012:95	Mezihoří, Střemchoví, Dolní Loučky, Brno-venkov
60012:96	Kuřimské Jestřebí, Kuřimské Jestřabí, Brno-venkov
60012:97	Kuřimská Nová Ves, Kuřimská Nová Ves, Brno-venkov
60012:98	Prosatín, Prosatín, Kuřimská Nová Ves, Brno-venkov
60012:99	Újezd, Újezd u Tišnova, Brno-venkov
66907:112	Lančov, Lančov, Znojmo
66907:167	Rozkoš-obchod, Rozkoš, Znojmo
66907:169	Slatina-hasičská zbrojnice, Slatina, Znojmo
66907:234	Kadov, Kadov, Znojmo
66907:236	Rybníky-zastávka, Rybníky, Znojmo
66907:238	Lesonice, Lesonice, Znojmo
66907:242	Polánka, Polánka, Moravský Krumlov, Znojmo
66907:245	Vémyslice - zastávka, Vémyslice, Znojmo
66907:31	Holanská-obchod, Znojmo, Znojmo, Znojmo
66907:52	Hradiště - Jednota obchod, Znojmo, Znojmo
66907:80	Výrovice u přehrady, Výrovice, Znojmo
66907:97	Vranov-hráz, Vranov nad Dyjí, Znojmo
67407:176	Rácovice 9, 
67407:25	Purkyňovo nám., Třebíč - nemocnice, 
68007:14	BODOS - zastávka, Újezd u Boskovic, Újezd u Boskovic, Blansko
68007:17	BODOS - zastávka, Hrádkov, Hrádkov, Boskovice, Blansko
68007:178	Zábludov-požární zbrojnice, Roubanina, Blansko
68007:190	Hasičská zbrojnice, Deštná, Skočova Lhota, Malá Roudka, Blansko
68007:192	Dolní Smržov - autobusová  zastávka, Korbelova Lhota, Velké Opatovice, Blansko
68007:193	autobusová zastávka, Skřib, Uhřice, Blansko
68007:197	zastávka ČSAD, Míchov, Úsobrno, Blansko
68007:233	Oulehla, Lysice, Lhota u Olešnice, Blansko
68007:235	Žerůtky, Louka, Blansko
68007:26	Němčice u zastávky, Velenov, Blansko
68007:4	Komenského - parkoviště, Boskovice, Boskovice, Blansko
68007:6	Masarykovo nám., Boskovice, Boskovice, Blansko
68007:8	Bačov - náves, Bačov, Boskovice, Blansko
68007:9	Nemocnice - zastávka BODOS, Boskovice, Boskovice, Blansko
68207:110	Brankovice  zastávka ČSAD, Brankovice, Vyškov
68207:114	Dobročkovice  zastávka, Dobročkovice, Vyškov
68207:12	Havlíčkova parkoviště, Vyškov 1, Vyškov-Předměstí, Vyškov
68207:120	Smetanova ul.  u chodníku,Slavkov u Brna, Slavkov u Brna, Vyškov
68207:121	Němčany   autobusová zastávka, Němčany, Vyškov
68207:14	ČSAD-autobusové nádraží, Vyškov 1, Vyškov-Město, Vyškov
68207:44	Březina 1, Březina, Vyškov
68207:51	Podomí zastávka, Podomí, Vyškov
68207:77	Tučapy - rozcestí, Tučapy, Vyškov
68207:78	Královopolské Vážany u kostela, Královopolské Vážany, Rousínov, Vyškov
68207:87	Velešovice - rozcestí, Velešovice, Vyškov
68207:93	Rašovice zastávka, Rašovice, Vyškov
68207:97	autobusová zastávka Černčín, Černčín, Bučovice, Vyškov
68207:98	Kloboučky  točna, Kloboučky, Bučovice, Vyškov
68607:114	naproti JKK, Dolní Němčí, Dolní Němčí, Uherské Hradiště
68607:144	pila, Starý Hrozenkov, Starý Hrozenkov, Uherské Hradiště
68607:158	sídliště nov.stánek, Uherský Brod, Uherský Brod, Uherské Hradiště
68607:177	Lán, Velká nad Veličkou, Velká nad Veličkou, Hodonín
68607:179	Myjavské rozcestí, Velká nad Vel., Velká nad Veličkou, Hodonín
68607:180	Díly Javorník, Velká nad Veličkou, Javorník, Hodonín
68607:184	mlýny u Kříže-zast. ČSAD, Nová Lhota, Nová Lhota, Hodonín
68607:185	potraviny, Suchovské Mlýny, Suchov, Hodonín
68607:82	autobusová zastávka Nová čtvrť, Boršice, Boršice, Uherské Hradiště
69007:15	Břeclav - Lidická TPH, Břeclav, Břeclav
69007:16	Břeclav - roh Lidická a Vinohradní, Břeclav, Břeclav
69007:2	Břeclav - Lanžhotská křižovatka, Břeclav, Břeclav
69007:3	Břeclav - Mládežnická Gumotex, Břeclav, Břeclav
69007:52	Lednice - sidliště Osvobození, Moravská Nová Ves, Břeclav
69007:6	Břeclav - sídl.Dukelských hrdinů, Břeclav, Břeclav
69007:7	Břeclav - Kupkova - Nár.hrdinů roh, Břeclav, Břeclav
69507:117	Radějov u Hodonína 55, 
70071:115	Háj - Lhota, na , 
70071:130	potrav-, 
70071:19	U Boříka, , 
70071:202	U Samoobsluhy napr.č.1526-Parcelace, Petřvald u K., Petřvald, Karviná
70071:242	Prstná-rozcestí, uvnitř autobusové zast., Prstná, Petrovice u Karviné, Karviná
70071:314	Mizerov, Na kopci u 2109/41-, 
70071:37	Červeného kříže 3095/3, Moravská Ostrava, 70200, Ostrava, Červ.kříže  xOdboje 3327/1a-Vínko Konečný, M.Ostr.
70071:39	Varenská,, 
70071:5	Paseky-st.statek,na , 
70071:55	P.Křičky 2696/21,, 
70071:61	Vančurova  xMuglinovská 55/91, Muglinov, Muglinov, Ostrava-město
70071:71	Těšínská-zast.MHD-na zdi, U Samoobsluhy, Bartovice, Bartovice, Ostrava-město
72572:20	Šenov,Václavovická,nap.č.145,na zast.MHD Volenství, Šenov, Ostrava-město
72572:3	U skladu lihovin,, 
72572:33	na zast.MHD před Paskovská 636/275, Hrabová, Hrabová, Ostrava-město
72572:40	ul.Ruská, Dolní oblast Vítkovice-návštěv.centrum, Vítkovice, Ostrava-město
72572:431	Důl 9.květen, na zdi zastávky ČSAD, Horní Suchá, Horní Suchá, Karviná
72572:432	Těrlicko,Hradiště,napr.Třanovická 122/24-BUSu Káňů, Hradiště, Těrlicko, Karviná
72572:439	Hradiště, na zast.BUS-Kaménka, Hradiště, Těrlicko, Karviná
72572:524	Bílovec, Ohrada 25 - , Ohrada, Bílovec, Nový Jičín
72572:525	Slatina, Nový Svět 6 - , Nový Svět, Slatina, Nový Jičín
72572:532	Bílovec, Slezské náměstí 16/36 - , 
72572:70	Ruská,naproti N.řed.Vítkovic-u zast.MHD, Vítkovice, Vítkovice, Ostrava-město
72572:96	Francouzská 1623/40-Hruška,Poruba,stoj.z ul.Větrná, Poruba, Ostrava-město
73917:124	na zástavce BUS,Očkovice,před č.1108, Mosty u J., Mosty u Jablunkova, Frýdek-Místek
73917:21	Kaštanová 2-Potraviny,Třinec-Dolní Líštná, Dolní Líštná, Třinec, Frýdek-Místek
73917:72	Pošta Chotěbuz, u čp.250, na autobus.zastávce u OÚ, Chotěbuz, Karviná
74207:326	Suchdol n Odrou,na aut.zast naproti Sokolovská 62, Suchdol nad Odrou, Nový Jičín
74207:33	Starý Jičín, Starojická Lhota u č.p. 64 u kostela, Starojická Lhota, Starý Jičín, Nový Jičín
74207:332	Vrchy u čp.76, autobus.zastávka, Vrchy, Nový Jičín
74207:338	Fulnek, Dolejší Kunčice 56, bus. zastávka, Dolejší Kunčice, Fulnek, Nový Jičín
74207:70	Kopřivnice, Obránců míru 988/3, na kiosku PNS, Kopřivnice, Nový Jičín
74207:97	Rybí 17, horní bus. zastávka, Rybí, Nový Jičín
74907:102	na zděné autob.zastávce, Hrabství, vedle čp. 55, Hrabství, Skřipov, Opava
74907:104	Hradec n.M.,Benkovice čp.30, na , 
74907:12	Kateřinky,Holasická 1154/2 xRatibořská-na podchodu, Kateřinky, Opava
74907:120	Kravaře, Novodvorská 302/26, , 
74907:206	Stěbořice, Arboretum,Nový Dvůr čp. 29-na vst.bráně, Nový Dvůr, Stěbořice, Opava
74907:210	Vávrovice,, 
74907:215	Předměstí, , 
74907:308	Nábřeží 688, Budišov n.Bud.-Autocamping, Budišov nad Budišovkou, Opava
74907:326	Vítkov, Klokočov čp. 59, na , 
74907:332	Březová, Jančí 23,na , 
74907:333	Větřkovice,Nové Vrbno, na zděné zastávce u čp. 186, Nové Vrbno, Větřkovice, Opava
74907:55	Holasovice, na budově nádraží ČD, bez č,p., Holasovice, Opava
74907:66	Životské Hory,has.zbrojn.napr.čp.75,Lhotka u Lit., Lhotka u Litultovic, Opava
74907:69	Jezdkovice u čp.32, na autobus.zastávce TQM, Jezdkovice, Opava
74907:97	zastávka TQM,Na Kaluži, , 
75007:2	Přerov, Komenského u č.p. 3490/35, Přerov I-Město, Přerov
75007:61	Lipník, Hranická 991/16, Lipník nad Bečvou I-Město, Lipník nad Bečvou, Přerov
75007:8	Přerov, nám. Přerovského povstání 2803/1, Přerov I-Město, Přerov
75707:103	zastávka ČSAD, Lhota, Lhota, Kelč, Vsetín
75707:12	Hotel VSACAN, Vsetín, Vsetín, Vsetín
75707:121	samoobsluha - Jižní město, Rožnov pod Radhoštěm, Rožnov pod Radhoštěm, Vsetín
75707:132	obchod Hajný, Vidče, Vidče, Vsetín
75707:134	Za kopcem, Hutisko - Solanec, Solanec pod Soláněm, Hutisko-Solanec, Vsetín
75707:137	Jednota paseky, Valašská  Bystřice, Valašská Bystřice, Vsetín
75707:138	u Pavlů, Velká Lhota, Velká Lhota, Vsetín
75707:148	Zubří - Čertoryje, Zubří, Vsetín
75707:15	Nádraží SANTOS, Vsetín, Vsetín, Vsetín
75707:16	Dušná - U Buka, Vsetín, Vsetín, Vsetín
75707:184	 na Mýtě, Brumov-Bylnice, Bylnice, Brumov-Bylnice, Zlín
75707:189	 Štěpán, Svatý Štěpán, Brumov-Bylnice, Zlín
75707:209	Pod Černým, Huslenky, Huslenky, Vsetín
75707:218	potraviny u kostela, Karolinka, Karolinka, Vsetín
75707:220	rozcestí Tísňavy, Velké Karlovice, Velké Karlovice, Vsetín
75707:221	Tisňavy č.p.722-Eurookna s.r.o., Velké Karlovice, Velké Karlovice, Vsetín
75707:228	Potraviny Pluskovec, Velké Karlovice č.p.762, Velké Karlovice, Vsetín
75707:23	Jednota, Ústí u Vsetína, Ústí, Vsetín
75707:28	Kateřinice-bytovky, Kateřinice, Vsetín
75707:3	Trávníky, J.Sous., Vsetín, Vsetín, Vsetín
75707:31	bytovky, Hošťálková, Vsetín, Vsetín
75707:39	č. 28, Seninka, Seninka, Vsetín
75707:4	Vsetín, Jiráskova, Vsetín, Vsetín
75707:5	Vsetín - Na Hrázi 1603, Vsetín, Vsetín
75707:7	Rokytnice - ZD, Vsetín, Rokytnice, Vsetín
75707:8	Hrbová - obchod, Vsetín, Vsetín, Vsetín
76607:100	brána ZOO Lešná, Štípa, Štípa, Zlín
76607:103	přehrada, Kostelec, Kostelec, Zlín
76607:104	zastávka - střed , Velíková, Velíková, Zlín
76607:106	Obchod, Kostelec, Kostelec, Zlín
76607:119	u firmy SAT, Dolní Ves, Dolní Ves, Fryšták, Zlín
76607:123	u zastávky, Žabárna, Fryšták, Fryšták, Zlín
76607:126	Kašava - dolní konec, Podhoranka, Kašava, Zlín
76607:127	u domova důchodců, Lukov, Lukov, Zlín
76607:129	Hradská kiosek, Lukov u Zlína, Lukov, Zlín
76607:130	naproti hostince U Zemámků, Hrádek nad Vláří, Hrádek na Vlárské dráze, Slavičín, Zlín
76607:131	u penzionu, Hrádek nad Vláří, Hrádek na Vlárské dráze, Slavičín, Zlín
76607:133	zastávka U radnice, Slavičín, Slavičín, Zlín
76607:134	u nemocnice, Komenského č.p.1, Slavičín, Zlín
76607:136	potraviny Vlárka, Slavičín, Slavičín, Zlín
76607:137	smíšené zboží, Bohuslavice, Bohuslavice nad Vláří, Zlín
76607:138	smíšené zboží, Divnice, Divnice, Slavičín, Zlín
76607:139	 , Petrůvka, Petrůvka, Zlín
76607:140	potraviny, Rudimov, Rudimov, Zlín
76607:143	obchod, Šanov, Šanov, Zlín
76607:145	osada, Kochavec, Kochavec, Rokytnice, Zlín
76607:147	Vrbětice, budova OÚ, Vrbětice, Vlachovice, Zlín
76607:149	Domov důchodců Loučka, Loučka, Zlín
76607:150	, Loučka, Loučka, Zlín
76607:152	obchod Melchrová, Vysoké Pole, Vysoké Pole, Zlín
76607:153	obchod Zicher, Vysoké Pole, Zlín
76607:154	č.p. 113, BOSŇA, Újezd u V.K., Újezd, Zlín
76607:155	ul. Zahradní, Luhačovice, Luhačovice, Zlín
76607:156	Družstevní, Luhačovice, Luhačovice, Zlín
76607:157	Masarykova, u kostela, Luhačovice, Luhačovice, Zlín
76607:158	Nádražní, Luhačovice, Luhačovice, Zlín
76607:159	Masarykova, ALFA , Luhačovice, Luhačovice, Zlín
76607:164	obchod Nivy, Pozlovice, Pozlovice, Zlín
76607:167	hotel Niva Znojemia, Luhačovice, Luhačovice, Zlín
76607:169	Pozlovice  cukrárna, Pozlovice, Pozlovice, Zlín
76607:170	hotel Fontána u přehrady, Luhačovice, Luhačovice, Zlín
76607:171	Na výsluní, u školy, Luhačovice, Luhačovice, Zlín
76607:182	křižovatka Lány, Napajedla, Napajedla, Zlín
76607:190	křižovatka u zám. parku, Napajedla, Napajedla, Zlín
76607:191	Nová ulice u č.p.294, Spytihněv, Spytihněv, Zlín
76607:193	obchod, Švermova, Tlumačov, Tlumačov, Zlín
76607:195	zastávka u hřebčína, Tlumačov, Tlumačov, Zlín
76607:198	SNP 1181, Otrokovice, Otrokovice, Zlín
76607:201	Stavbařů 1236, Otrokovice, Otrokovice, Zlín
76607:204	Nerudova 365, prodejna, Otrokovice, Otrokovice, Zlín
76607:206	K.H.Máchy - zastávka MHD, Otrokovice, Zlín
76607:207	náves, Kvítkovice, Kvítkovice, Otrokovice, Zlín
76607:210	Hostišová u telefonní budky, Hostišová, Zlín
76607:212	Sazovice - obecní úřad, Sazovice, Zlín
76607:214	Machová - , Machová, Zlín
76607:59	Kudlov - stará točna MHD, Kudlov, Zlín
76607:66	Louky-úřadovna, Zlín, Louky, Zlín
76607:67	ul Nová, ZDEKOR, Malenovice, Malenovice, Zlín
76607:68	Sídliště- samoobsluha, Malenovice, Malenovice, Zlín
76607:70	OÚ, Tečovice, Tečovice, Zlín
76607:71	samoobsluha, Tečovice, Tečovice, Zlín
76607:72	obchod, Lhotka, Lhotka, Zlín
76607:73	PST, Lhota u Malenovic, Lhota, Zlín
76607:74	Obchod, Karlovice, Karlovice, Zlín
76607:75	u  zastávky, Chlum, Chlum, Zlín
76607:76	CENTRO, č.1147, Malenovice, Malenovice, Zlín
76607:77	TERNO, T.Bati 398, Malenovice, Malenovice, Zlín
76607:79	dolní hostinec, Hvozdná, Hvozdná, Zlín
76607:82	obchod Lužkovice, Lužkovice, Zlín
76607:85	paseky , Želechovice, Želechovice nad Dřevnicí, Zlín
76607:86	nám TGM, u prodejny Albert, Vizovice, Vizovice, Zlín
76607:90	Bratřejov - Chrámečné, Bratřejov, Zlín
76607:92	u obchodu , Zádveřice, Zádveřice-Raková, Zlín
76607:93	obchod, Lhotsko, Lhotsko, Zlín
76607:94	obchod, Raková, Raková, Zádveřice-Raková, Zlín
76607:96	Nádražní , u budovy ČD, Vizovice, Vizovice, Zlín
76607:97	na budově obchodu, Ublo, Ublo, Zlín
76607:99	Lázeňská,u hostince, Vizovice, Vizovice, Zlín
76707:7	Husovo nám., Kroměříž, Kroměříž, Kroměříž
77072:119	Olomouc, Radíkov, Malinovského 73/43, na zast.MHD, Radíkov, Olomouc
77072:168	Tršice, Zákřov za č.p. 7, , Zákřov, Tršice, Olomouc
77072:202	Troubelice, Dědinka 1, na aut. zastávce, Dědinka, Troubelice, Olomouc
77072:217	Dl.Loučka,Valšův Důl naproti č.p. 498, AZ, Dlouhá Loučka, Olomouc
77072:464	Luká,Javoříčko,na kiosku-park.,1.v poch. před E2, Javoříčko, Luká, Olomouc
77072:472	Bouzov, Hvozdečko za č.p. 17, , Hvozdečko, Bouzov, Olomouc
77072:476	Bouzov, Obectov u č.p.  22, hasičská zbrojnice, Obectov, Bouzov, Olomouc
77072:478	Bouzov, Bezděkov za č.p. 15, na Hasičské zbrojnici, Bezděkov, Bouzov, Olomouc
77072:526	Hraničné Petrovice u čp. 62, na aut.zast., Hraničné Petrovice, Olomouc
77072:75	Olomouc,Pavlovičky,Pavlovická 4/42,u bývalé p.Ol.3, Pavlovičky, Olomouc
78807:210	Staré Město, Kunčice E26, na hasič.zbrojnici, Kunčice, Staré Město, Šumperk
78807:212	Staré Město, Nová Seninka 54, obchod u aut.zast., Nová Seninka, Staré Město, Šumperk
78807:221	Malá Morava, Sklené vedle čp. 33, , Sklené, Malá Morava, Šumperk
78807:304	Nemile, u čp.1 - na autob.zastávce, Nemile, Šumperk
78807:331	Kosov 84, OÚ, Kosov, Šumperk
78807:337	Brníčko, Strupšín naproti čp. 38, , Strupšín, Brníčko, Šumperk
78807:348	Písařov, Bukovice za č.p. 32,vce, Bukovice, Písařov, Šumperk
79007:14	Bělá pod Pradědem, Adolfovice 5, , Adolfovice, Bělá pod Pradědem, Jeseník
79207:104	na zdi hřbitova,ul.Horní vedle čp.560, Mor. Beroun, Moravský Beroun, Olomouc
79207:204	Osada Opavice,u č.32,M.Albrechtice-, Opavice, Město Albrechtice, Bruntál
79207:206	B.Němcové 207/28,M.Albrechtice-, Město Albrechtice, Bruntál
79207:412	PBV, St.Ježnická u č.1556/1, Krnov, Pod Bezručovým vrchem, Krnov, Bruntál
79207:49	,Dětřichovice vedle čp.15, Světlá Hora, Dětřichovice, Světlá Hora, Bruntál
79207:54	,Karlov p.Pr.,napr.čp.32, Malá Morávka, Karlov pod Pradědem, Malá Morávka, Bruntál
79207:66	,část Stránské,vedle čp.69,Rýmařov, Stránské, Rýmařov, Bruntál
